parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-731,27,Longe précuit,325.38,B,23,2026-02-05 08:53:32,2026-02-05 11:24:14,SENT_TO_LIGNE,1003,2004,2002,2002,2003,production-day-2026-02-05.xlsx
PRG-586,28,CB Double parage,330.11,D,9,2026-02-05 09:54:00,2026-02-05 15:26:04,SENT_TO_LIGNE,1002,2002,2002,2004,2003,production-day-2026-02-05.xlsx
PRG-331,29,CB Simple parage,229.49,E,2,2026-02-05 07:28:59,2026-02-05 15:19:53,SENT_TO_LIGNE,1003,2005,2002,2005,2005,production-day-2026-02-05.xlsx
PRG-745,30,CB Simple parage,351.31,H,36,2026-02-05 09:04:19,2026-02-05 15:17:32,SENT_TO_LIGNE,1001,2004,2003,2005,2001,production-day-2026-02-05.xlsx
PRG-526,31,CT simple parage,206.21,C,18,2026-02-05 08:44:57,2026-02-05 12:40:04,SENT_TO_LIGNE,1003,2001,2003,2001,2001,production-day-2026-02-05.xlsx
PRG-127,32,Miette,273.97,B,18,2026-02-05 07:14:11,2026-02-05 16:03:46,SENT_TO_LIGNE,1002,2005,2001,2002,2005,production-day-2026-02-05.xlsx
PRG-521,33,CB Simple parage,315.43,G,28,2026-02-05 09:06:36,2026-02-05 13:33:15,SENT_TO_LIGNE,1003,2004,2001,2005,2004,production-day-2026-02-05.xlsx
PRG-196,34,CT simple parage,253.64,A,24,2026-02-05 08:50:11,2026-02-05 16:50:53,SENT_TO_LIGNE,1002,2001,2005,2005,2001,production-day-2026-02-05.xlsx
PRG-541,35,CB Simple parage,373.85,A,16,2026-02-05 07:26:16,2026-02-05 16:01:56,SENT_TO_LIGNE,1003,2005,2004,2005,2002,production-day-2026-02-05.xlsx
PRG-287,36,CB Simple parage,296.46,G,9,2026-02-05 06:54:54,2026-02-05 09:32:58,SENT_TO_LIGNE,1003,2002,2003,2002,2001,production-day-2026-02-05.xlsx
